,Key,Value
3151,"('GL/PvdA', 'FvD', '50PLUS', 'VVD')",0
3152,"('GL/PvdA', 'FvD', 'PvdD', 'BBB')",0
3153,"('GL/PvdA', 'FvD', 'PvdD', 'Volt')",0
3154,"('GL/PvdA', 'FvD', 'PvdD', 'CU')",0
3155,"('GL/PvdA', 'FvD', 'PvdD', 'JA21')",0
3156,"('GL/PvdA', 'FvD', 'PvdD', 'VVD')",0
3157,"('GL/PvdA', 'FvD', 'BBB', 'Volt')",0
3158,"('GL/PvdA', 'FvD', 'BBB', 'CU')",0
3159,"('GL/PvdA', 'FvD', 'BBB', 'JA21')",0
3160,"('GL/PvdA', 'FvD', 'BBB', 'VVD')",0
3161,"('GL/PvdA', 'FvD', 'Volt', 'CU')",0
3162,"('GL/PvdA', 'FvD', 'Volt', 'JA21')",0
3163,"('GL/PvdA', 'FvD', 'Volt', 'VVD')",0
3164,"('GL/PvdA', 'FvD', 'CU', 'JA21')",0
3165,"('GL/PvdA', 'FvD', 'CU', 'VVD')",0
3166,"('GL/PvdA', 'FvD', 'JA21', 'VVD')",0
3167,"('GL/PvdA', 'GL', 'PVV', 'Denk')",0
3168,"('GL/PvdA', 'GL', 'PVV', 'SP')",0
3169,"('GL/PvdA', 'GL', 'PVV', '50PLUS')",0
3170,"('GL/PvdA', 'GL', 'PVV', 'PvdD')",0
3171,"('GL/PvdA', 'GL', 'PVV', 'BBB')",0
3172,"('GL/PvdA', 'GL', 'PVV', 'Volt')",0
3173,"('GL/PvdA', 'GL', 'PVV', 'CU')",0
3174,"('GL/PvdA', 'GL', 'PVV', 'JA21')",0
3175,"('GL/PvdA', 'GL', 'PVV', 'VVD')",0
3176,"('GL/PvdA', 'GL', 'Denk', 'SP')",0
3177,"('GL/PvdA', 'GL', 'Denk', '50PLUS')",0
3178,"('GL/PvdA', 'GL', 'Denk', 'PvdD')",0
3179,"('GL/PvdA', 'GL', 'Denk', 'BBB')",0
3180,"('GL/PvdA', 'GL', 'Denk', 'Volt')",0
3181,"('GL/PvdA', 'GL', 'Denk', 'CU')",0
3182,"('GL/PvdA', 'GL', 'Denk', 'JA21')",0
3183,"('GL/PvdA', 'GL', 'Denk', 'VVD')",0
3184,"('GL/PvdA', 'GL', 'SP', '50PLUS')",0
3185,"('GL/PvdA', 'GL', 'SP', 'PvdD')",0
3186,"('GL/PvdA', 'GL', 'SP', 'BBB')",0
3187,"('GL/PvdA', 'GL', 'SP', 'Volt')",0
3188,"('GL/PvdA', 'GL', 'SP', 'CU')",0
3189,"('GL/PvdA', 'GL', 'SP', 'JA21')",0
3190,"('GL/PvdA', 'GL', 'SP', 'VVD')",0
3191,"('GL/PvdA', 'GL', '50PLUS', 'PvdD')",0
3192,"('GL/PvdA', 'GL', '50PLUS', 'BBB')",0
3193,"('GL/PvdA', 'GL', '50PLUS', 'Volt')",0
3194,"('GL/PvdA', 'GL', '50PLUS', 'CU')",0
3195,"('GL/PvdA', 'GL', '50PLUS', 'JA21')",0
3196,"('GL/PvdA', 'GL', '50PLUS', 'VVD')",0
3197,"('GL/PvdA', 'GL', 'PvdD', 'BBB')",0
3198,"('GL/PvdA', 'GL', 'PvdD', 'Volt')",0
3199,"('GL/PvdA', 'GL', 'PvdD', 'CU')",0
3200,"('GL/PvdA', 'GL', 'PvdD', 'JA21')",0
3201,"('GL/PvdA', 'GL', 'PvdD', 'VVD')",0
3202,"('GL/PvdA', 'GL', 'BBB', 'Volt')",0
3203,"('GL/PvdA', 'GL', 'BBB', 'CU')",0
3204,"('GL/PvdA', 'GL', 'BBB', 'JA21')",0
3205,"('GL/PvdA', 'GL', 'BBB', 'VVD')",0
3206,"('GL/PvdA', 'GL', 'Volt', 'CU')",0
3207,"('GL/PvdA', 'GL', 'Volt', 'JA21')",0
3208,"('GL/PvdA', 'GL', 'Volt', 'VVD')",0
3209,"('GL/PvdA', 'GL', 'CU', 'JA21')",0
3210,"('GL/PvdA', 'GL', 'CU', 'VVD')",0
3211,"('GL/PvdA', 'GL', 'JA21', 'VVD')",0
3212,"('GL/PvdA', 'PVV', 'Denk', 'SP')",0
3213,"('GL/PvdA', 'PVV', 'Denk', '50PLUS')",0
3214,"('GL/PvdA', 'PVV', 'Denk', 'PvdD')",0
3215,"('GL/PvdA', 'PVV', 'Denk', 'BBB')",0
3216,"('GL/PvdA', 'PVV', 'Denk', 'Volt')",0
3217,"('GL/PvdA', 'PVV', 'Denk', 'CU')",0
3218,"('GL/PvdA', 'PVV', 'Denk', 'JA21')",0
3219,"('GL/PvdA', 'PVV', 'Denk', 'VVD')",0
3220,"('GL/PvdA', 'PVV', 'SP', '50PLUS')",0
3221,"('GL/PvdA', 'PVV', 'SP', 'PvdD')",0
3222,"('GL/PvdA', 'PVV', 'SP', 'BBB')",0
3223,"('GL/PvdA', 'PVV', 'SP', 'Volt')",0
3224,"('GL/PvdA', 'PVV', 'SP', 'CU')",0
3225,"('GL/PvdA', 'PVV', 'SP', 'JA21')",0
3226,"('GL/PvdA', 'PVV', 'SP', 'VVD')",0
3227,"('GL/PvdA', 'PVV', '50PLUS', 'PvdD')",0
3228,"('GL/PvdA', 'PVV', '50PLUS', 'BBB')",0
3229,"('GL/PvdA', 'PVV', '50PLUS', 'Volt')",0
3230,"('GL/PvdA', 'PVV', '50PLUS', 'CU')",0
3231,"('GL/PvdA', 'PVV', '50PLUS', 'JA21')",0
3232,"('GL/PvdA', 'PVV', '50PLUS', 'VVD')",0
3233,"('GL/PvdA', 'PVV', 'PvdD', 'BBB')",0
3234,"('GL/PvdA', 'PVV', 'PvdD', 'Volt')",0
3235,"('GL/PvdA', 'PVV', 'PvdD', 'CU')",0
3236,"('GL/PvdA', 'PVV', 'PvdD', 'JA21')",0
3237,"('GL/PvdA', 'PVV', 'PvdD', 'VVD')",0
3238,"('GL/PvdA', 'PVV', 'BBB', 'Volt')",0
3239,"('GL/PvdA', 'PVV', 'BBB', 'CU')",0
3240,"('GL/PvdA', 'PVV', 'BBB', 'JA21')",0
3241,"('GL/PvdA', 'PVV', 'BBB', 'VVD')",0
3242,"('GL/PvdA', 'PVV', 'Volt', 'CU')",0
3243,"('GL/PvdA', 'PVV', 'Volt', 'JA21')",0
3244,"('GL/PvdA', 'PVV', 'Volt', 'VVD')",0
3245,"('GL/PvdA', 'PVV', 'CU', 'JA21')",0
3246,"('GL/PvdA', 'PVV', 'CU', 'VVD')",0
3247,"('GL/PvdA', 'PVV', 'JA21', 'VVD')",0
3248,"('GL/PvdA', 'Denk', 'SP', '50PLUS')",0
3249,"('GL/PvdA', 'Denk', 'SP', 'PvdD')",0
3250,"('GL/PvdA', 'Denk', 'SP', 'BBB')",0
3251,"('GL/PvdA', 'Denk', 'SP', 'Volt')",0
3252,"('GL/PvdA', 'Denk', 'SP', 'CU')",0
3253,"('GL/PvdA', 'Denk', 'SP', 'JA21')",0
3254,"('GL/PvdA', 'Denk', 'SP', 'VVD')",0
3255,"('GL/PvdA', 'Denk', '50PLUS', 'PvdD')",0
3256,"('GL/PvdA', 'Denk', '50PLUS', 'BBB')",0
3257,"('GL/PvdA', 'Denk', '50PLUS', 'Volt')",0
3258,"('GL/PvdA', 'Denk', '50PLUS', 'CU')",0
3259,"('GL/PvdA', 'Denk', '50PLUS', 'JA21')",0
3260,"('GL/PvdA', 'Denk', '50PLUS', 'VVD')",0
3261,"('GL/PvdA', 'Denk', 'PvdD', 'BBB')",0
3262,"('GL/PvdA', 'Denk', 'PvdD', 'Volt')",0
3263,"('GL/PvdA', 'Denk', 'PvdD', 'CU')",1
3264,"('GL/PvdA', 'Denk', 'PvdD', 'JA21')",0
3265,"('GL/PvdA', 'Denk', 'PvdD', 'VVD')",0
3266,"('GL/PvdA', 'Denk', 'BBB', 'Volt')",0
3267,"('GL/PvdA', 'Denk', 'BBB', 'CU')",0
3268,"('GL/PvdA', 'Denk', 'BBB', 'JA21')",0
3269,"('GL/PvdA', 'Denk', 'BBB', 'VVD')",0
3270,"('GL/PvdA', 'Denk', 'Volt', 'CU')",0
3271,"('GL/PvdA', 'Denk', 'Volt', 'JA21')",0
3272,"('GL/PvdA', 'Denk', 'Volt', 'VVD')",0
3273,"('GL/PvdA', 'Denk', 'CU', 'JA21')",0
3274,"('GL/PvdA', 'Denk', 'CU', 'VVD')",0
3275,"('GL/PvdA', 'Denk', 'JA21', 'VVD')",0
3276,"('GL/PvdA', 'SP', '50PLUS', 'PvdD')",0
3277,"('GL/PvdA', 'SP', '50PLUS', 'BBB')",0
3278,"('GL/PvdA', 'SP', '50PLUS', 'Volt')",0
3279,"('GL/PvdA', 'SP', '50PLUS', 'CU')",0
3280,"('GL/PvdA', 'SP', '50PLUS', 'JA21')",0
3281,"('GL/PvdA', 'SP', '50PLUS', 'VVD')",0
3282,"('GL/PvdA', 'SP', 'PvdD', 'BBB')",0
3283,"('GL/PvdA', 'SP', 'PvdD', 'Volt')",0
3284,"('GL/PvdA', 'SP', 'PvdD', 'CU')",0
3285,"('GL/PvdA', 'SP', 'PvdD', 'JA21')",0
3286,"('GL/PvdA', 'SP', 'PvdD', 'VVD')",0
3287,"('GL/PvdA', 'SP', 'BBB', 'Volt')",0
3288,"('GL/PvdA', 'SP', 'BBB', 'CU')",0
3289,"('GL/PvdA', 'SP', 'BBB', 'JA21')",0
3290,"('GL/PvdA', 'SP', 'BBB', 'VVD')",1
3291,"('GL/PvdA', 'SP', 'Volt', 'CU')",0
3292,"('GL/PvdA', 'SP', 'Volt', 'JA21')",0
3293,"('GL/PvdA', 'SP', 'Volt', 'VVD')",0
3294,"('GL/PvdA', 'SP', 'CU', 'JA21')",0
3295,"('GL/PvdA', 'SP', 'CU', 'VVD')",0
3296,"('GL/PvdA', 'SP', 'JA21', 'VVD')",0
3297,"('GL/PvdA', '50PLUS', 'PvdD', 'BBB')",0
3298,"('GL/PvdA', '50PLUS', 'PvdD', 'Volt')",0
3299,"('GL/PvdA', '50PLUS', 'PvdD', 'CU')",0
3300,"('GL/PvdA', '50PLUS', 'PvdD', 'JA21')",0
3301,"('GL/PvdA', '50PLUS', 'PvdD', 'VVD')",0
3302,"('GL/PvdA', '50PLUS', 'BBB', 'Volt')",0
3303,"('GL/PvdA', '50PLUS', 'BBB', 'CU')",0
3304,"('GL/PvdA', '50PLUS', 'BBB', 'JA21')",0
3305,"('GL/PvdA', '50PLUS', 'BBB', 'VVD')",0
3306,"('GL/PvdA', '50PLUS', 'Volt', 'CU')",0
3307,"('GL/PvdA', '50PLUS', 'Volt', 'JA21')",0
3308,"('GL/PvdA', '50PLUS', 'Volt', 'VVD')",0
3309,"('GL/PvdA', '50PLUS', 'CU', 'JA21')",0
3310,"('GL/PvdA', '50PLUS', 'CU', 'VVD')",0
3311,"('GL/PvdA', '50PLUS', 'JA21', 'VVD')",0
3312,"('GL/PvdA', 'PvdD', 'BBB', 'Volt')",0
3313,"('GL/PvdA', 'PvdD', 'BBB', 'CU')",0
3314,"('GL/PvdA', 'PvdD', 'BBB', 'JA21')",0
3315,"('GL/PvdA', 'PvdD', 'BBB', 'VVD')",0
3316,"('GL/PvdA', 'PvdD', 'Volt', 'CU')",0
3317,"('GL/PvdA', 'PvdD', 'Volt', 'JA21')",0
3318,"('GL/PvdA', 'PvdD', 'Volt', 'VVD')",0
3319,"('GL/PvdA', 'PvdD', 'CU', 'JA21')",0
3320,"('GL/PvdA', 'PvdD', 'CU', 'VVD')",0
3321,"('GL/PvdA', 'PvdD', 'JA21', 'VVD')",0
3322,"('GL/PvdA', 'BBB', 'Volt', 'CU')",0
3323,"('GL/PvdA', 'BBB', 'Volt', 'JA21')",0
3324,"('GL/PvdA', 'BBB', 'Volt', 'VVD')",1
3325,"('GL/PvdA', 'BBB', 'CU', 'JA21')",0
3326,"('GL/PvdA', 'BBB', 'CU', 'VVD')",1
3327,"('GL/PvdA', 'BBB', 'JA21', 'VVD')",0
3328,"('GL/PvdA', 'Volt', 'CU', 'JA21')",0
3329,"('GL/PvdA', 'Volt', 'CU', 'VVD')",0
3330,"('GL/PvdA', 'Volt', 'JA21', 'VVD')",0
3331,"('GL/PvdA', 'CU', 'JA21', 'VVD')",0
3332,"('BIJ1', 'FvD', 'GL', 'PVV')",0
3333,"('BIJ1', 'FvD', 'GL', 'Denk')",0
3334,"('BIJ1', 'FvD', 'GL', 'SP')",0
3335,"('BIJ1', 'FvD', 'GL', '50PLUS')",0
3336,"('BIJ1', 'FvD', 'GL', 'PvdD')",0
3337,"('BIJ1', 'FvD', 'GL', 'BBB')",0
3338,"('BIJ1', 'FvD', 'GL', 'Volt')",0
3339,"('BIJ1', 'FvD', 'GL', 'CU')",0
3340,"('BIJ1', 'FvD', 'GL', 'JA21')",0
3341,"('BIJ1', 'FvD', 'GL', 'VVD')",0
3342,"('BIJ1', 'FvD', 'PVV', 'Denk')",0
3343,"('BIJ1', 'FvD', 'PVV', 'SP')",0
3344,"('BIJ1', 'FvD', 'PVV', '50PLUS')",0
3345,"('BIJ1', 'FvD', 'PVV', 'PvdD')",0
3346,"('BIJ1', 'FvD', 'PVV', 'BBB')",0
3347,"('BIJ1', 'FvD', 'PVV', 'Volt')",0
3348,"('BIJ1', 'FvD', 'PVV', 'CU')",0
3349,"('BIJ1', 'FvD', 'PVV', 'JA21')",0
3350,"('BIJ1', 'FvD', 'PVV', 'VVD')",0
3351,"('BIJ1', 'FvD', 'Denk', 'SP')",0
3352,"('BIJ1', 'FvD', 'Denk', '50PLUS')",0
3353,"('BIJ1', 'FvD', 'Denk', 'PvdD')",0
3354,"('BIJ1', 'FvD', 'Denk', 'BBB')",0
3355,"('BIJ1', 'FvD', 'Denk', 'Volt')",0
3356,"('BIJ1', 'FvD', 'Denk', 'CU')",0
3357,"('BIJ1', 'FvD', 'Denk', 'JA21')",0
3358,"('BIJ1', 'FvD', 'Denk', 'VVD')",0
3359,"('BIJ1', 'FvD', 'SP', '50PLUS')",0
3360,"('BIJ1', 'FvD', 'SP', 'PvdD')",0
3361,"('BIJ1', 'FvD', 'SP', 'BBB')",0
3362,"('BIJ1', 'FvD', 'SP', 'Volt')",0
3363,"('BIJ1', 'FvD', 'SP', 'CU')",0
3364,"('BIJ1', 'FvD', 'SP', 'JA21')",0
3365,"('BIJ1', 'FvD', 'SP', 'VVD')",0
3366,"('BIJ1', 'FvD', '50PLUS', 'PvdD')",0
3367,"('BIJ1', 'FvD', '50PLUS', 'BBB')",0
3368,"('BIJ1', 'FvD', '50PLUS', 'Volt')",0
3369,"('BIJ1', 'FvD', '50PLUS', 'CU')",0
3370,"('BIJ1', 'FvD', '50PLUS', 'JA21')",0
3371,"('BIJ1', 'FvD', '50PLUS', 'VVD')",0
3372,"('BIJ1', 'FvD', 'PvdD', 'BBB')",0
3373,"('BIJ1', 'FvD', 'PvdD', 'Volt')",0
3374,"('BIJ1', 'FvD', 'PvdD', 'CU')",0
3375,"('BIJ1', 'FvD', 'PvdD', 'JA21')",0
3376,"('BIJ1', 'FvD', 'PvdD', 'VVD')",0
3377,"('BIJ1', 'FvD', 'BBB', 'Volt')",0
3378,"('BIJ1', 'FvD', 'BBB', 'CU')",0
3379,"('BIJ1', 'FvD', 'BBB', 'JA21')",0
3380,"('BIJ1', 'FvD', 'BBB', 'VVD')",0
3381,"('BIJ1', 'FvD', 'Volt', 'CU')",0
3382,"('BIJ1', 'FvD', 'Volt', 'JA21')",0
3383,"('BIJ1', 'FvD', 'Volt', 'VVD')",0
3384,"('BIJ1', 'FvD', 'CU', 'JA21')",0
3385,"('BIJ1', 'FvD', 'CU', 'VVD')",0
3386,"('BIJ1', 'FvD', 'JA21', 'VVD')",0
3387,"('BIJ1', 'GL', 'PVV', 'Denk')",0
3388,"('BIJ1', 'GL', 'PVV', 'SP')",0
3389,"('BIJ1', 'GL', 'PVV', '50PLUS')",0
3390,"('BIJ1', 'GL', 'PVV', 'PvdD')",0
3391,"('BIJ1', 'GL', 'PVV', 'BBB')",0
3392,"('BIJ1', 'GL', 'PVV', 'Volt')",0
3393,"('BIJ1', 'GL', 'PVV', 'CU')",0
3394,"('BIJ1', 'GL', 'PVV', 'JA21')",0
3395,"('BIJ1', 'GL', 'PVV', 'VVD')",0
3396,"('BIJ1', 'GL', 'Denk', 'SP')",0
3397,"('BIJ1', 'GL', 'Denk', '50PLUS')",0
3398,"('BIJ1', 'GL', 'Denk', 'PvdD')",0
3399,"('BIJ1', 'GL', 'Denk', 'BBB')",0
3400,"('BIJ1', 'GL', 'Denk', 'Volt')",0
3401,"('BIJ1', 'GL', 'Denk', 'CU')",0
3402,"('BIJ1', 'GL', 'Denk', 'JA21')",0
3403,"('BIJ1', 'GL', 'Denk', 'VVD')",0
3404,"('BIJ1', 'GL', 'SP', '50PLUS')",0
3405,"('BIJ1', 'GL', 'SP', 'PvdD')",0
3406,"('BIJ1', 'GL', 'SP', 'BBB')",0
3407,"('BIJ1', 'GL', 'SP', 'Volt')",0
3408,"('BIJ1', 'GL', 'SP', 'CU')",0
3409,"('BIJ1', 'GL', 'SP', 'JA21')",0
3410,"('BIJ1', 'GL', 'SP', 'VVD')",0
3411,"('BIJ1', 'GL', '50PLUS', 'PvdD')",0
3412,"('BIJ1', 'GL', '50PLUS', 'BBB')",0
3413,"('BIJ1', 'GL', '50PLUS', 'Volt')",0
3414,"('BIJ1', 'GL', '50PLUS', 'CU')",0
3415,"('BIJ1', 'GL', '50PLUS', 'JA21')",0
3416,"('BIJ1', 'GL', '50PLUS', 'VVD')",0
3417,"('BIJ1', 'GL', 'PvdD', 'BBB')",0
3418,"('BIJ1', 'GL', 'PvdD', 'Volt')",0
3419,"('BIJ1', 'GL', 'PvdD', 'CU')",0
3420,"('BIJ1', 'GL', 'PvdD', 'JA21')",0
3421,"('BIJ1', 'GL', 'PvdD', 'VVD')",0
3422,"('BIJ1', 'GL', 'BBB', 'Volt')",0
3423,"('BIJ1', 'GL', 'BBB', 'CU')",0
3424,"('BIJ1', 'GL', 'BBB', 'JA21')",0
3425,"('BIJ1', 'GL', 'BBB', 'VVD')",0
3426,"('BIJ1', 'GL', 'Volt', 'CU')",0
3427,"('BIJ1', 'GL', 'Volt', 'JA21')",0
3428,"('BIJ1', 'GL', 'Volt', 'VVD')",0
3429,"('BIJ1', 'GL', 'CU', 'JA21')",0
3430,"('BIJ1', 'GL', 'CU', 'VVD')",0
3431,"('BIJ1', 'GL', 'JA21', 'VVD')",0
3432,"('BIJ1', 'PVV', 'Denk', 'SP')",0
3433,"('BIJ1', 'PVV', 'Denk', '50PLUS')",0
3434,"('BIJ1', 'PVV', 'Denk', 'PvdD')",0
3435,"('BIJ1', 'PVV', 'Denk', 'BBB')",0
3436,"('BIJ1', 'PVV', 'Denk', 'Volt')",0
3437,"('BIJ1', 'PVV', 'Denk', 'CU')",0
3438,"('BIJ1', 'PVV', 'Denk', 'JA21')",0
3439,"('BIJ1', 'PVV', 'Denk', 'VVD')",0
3440,"('BIJ1', 'PVV', 'SP', '50PLUS')",0
3441,"('BIJ1', 'PVV', 'SP', 'PvdD')",0
3442,"('BIJ1', 'PVV', 'SP', 'BBB')",0
3443,"('BIJ1', 'PVV', 'SP', 'Volt')",0
3444,"('BIJ1', 'PVV', 'SP', 'CU')",0
3445,"('BIJ1', 'PVV', 'SP', 'JA21')",0
3446,"('BIJ1', 'PVV', 'SP', 'VVD')",0
3447,"('BIJ1', 'PVV', '50PLUS', 'PvdD')",0
3448,"('BIJ1', 'PVV', '50PLUS', 'BBB')",0
3449,"('BIJ1', 'PVV', '50PLUS', 'Volt')",0
3450,"('BIJ1', 'PVV', '50PLUS', 'CU')",0
3451,"('BIJ1', 'PVV', '50PLUS', 'JA21')",0
3452,"('BIJ1', 'PVV', '50PLUS', 'VVD')",0
3453,"('BIJ1', 'PVV', 'PvdD', 'BBB')",0
3454,"('BIJ1', 'PVV', 'PvdD', 'Volt')",0
3455,"('BIJ1', 'PVV', 'PvdD', 'CU')",0
3456,"('BIJ1', 'PVV', 'PvdD', 'JA21')",0
3457,"('BIJ1', 'PVV', 'PvdD', 'VVD')",0
3458,"('BIJ1', 'PVV', 'BBB', 'Volt')",0
3459,"('BIJ1', 'PVV', 'BBB', 'CU')",0
3460,"('BIJ1', 'PVV', 'BBB', 'JA21')",0
3461,"('BIJ1', 'PVV', 'BBB', 'VVD')",0
3462,"('BIJ1', 'PVV', 'Volt', 'CU')",0
3463,"('BIJ1', 'PVV', 'Volt', 'JA21')",0
3464,"('BIJ1', 'PVV', 'Volt', 'VVD')",0
3465,"('BIJ1', 'PVV', 'CU', 'JA21')",0
3466,"('BIJ1', 'PVV', 'CU', 'VVD')",0
3467,"('BIJ1', 'PVV', 'JA21', 'VVD')",0
3468,"('BIJ1', 'Denk', 'SP', '50PLUS')",0
3469,"('BIJ1', 'Denk', 'SP', 'PvdD')",0
3470,"('BIJ1', 'Denk', 'SP', 'BBB')",0
3471,"('BIJ1', 'Denk', 'SP', 'Volt')",0
3472,"('BIJ1', 'Denk', 'SP', 'CU')",0
3473,"('BIJ1', 'Denk', 'SP', 'JA21')",0
3474,"('BIJ1', 'Denk', 'SP', 'VVD')",0
3475,"('BIJ1', 'Denk', '50PLUS', 'PvdD')",0
3476,"('BIJ1', 'Denk', '50PLUS', 'BBB')",0
3477,"('BIJ1', 'Denk', '50PLUS', 'Volt')",0
3478,"('BIJ1', 'Denk', '50PLUS', 'CU')",0
3479,"('BIJ1', 'Denk', '50PLUS', 'JA21')",0
3480,"('BIJ1', 'Denk', '50PLUS', 'VVD')",0
3481,"('BIJ1', 'Denk', 'PvdD', 'BBB')",0
3482,"('BIJ1', 'Denk', 'PvdD', 'Volt')",0
3483,"('BIJ1', 'Denk', 'PvdD', 'CU')",0
3484,"('BIJ1', 'Denk', 'PvdD', 'JA21')",0
3485,"('BIJ1', 'Denk', 'PvdD', 'VVD')",0
3486,"('BIJ1', 'Denk', 'BBB', 'Volt')",0
3487,"('BIJ1', 'Denk', 'BBB', 'CU')",0
3488,"('BIJ1', 'Denk', 'BBB', 'JA21')",0
3489,"('BIJ1', 'Denk', 'BBB', 'VVD')",0
3490,"('BIJ1', 'Denk', 'Volt', 'CU')",0
3491,"('BIJ1', 'Denk', 'Volt', 'JA21')",0
3492,"('BIJ1', 'Denk', 'Volt', 'VVD')",0
3493,"('BIJ1', 'Denk', 'CU', 'JA21')",0
3494,"('BIJ1', 'Denk', 'CU', 'VVD')",0
3495,"('BIJ1', 'Denk', 'JA21', 'VVD')",0
3496,"('BIJ1', 'SP', '50PLUS', 'PvdD')",0
3497,"('BIJ1', 'SP', '50PLUS', 'BBB')",0
3498,"('BIJ1', 'SP', '50PLUS', 'Volt')",0
3499,"('BIJ1', 'SP', '50PLUS', 'CU')",0
3500,"('BIJ1', 'SP', '50PLUS', 'JA21')",0
3501,"('BIJ1', 'SP', '50PLUS', 'VVD')",0
3502,"('BIJ1', 'SP', 'PvdD', 'BBB')",0
3503,"('BIJ1', 'SP', 'PvdD', 'Volt')",0
3504,"('BIJ1', 'SP', 'PvdD', 'CU')",0
3505,"('BIJ1', 'SP', 'PvdD', 'JA21')",0
3506,"('BIJ1', 'SP', 'PvdD', 'VVD')",0
3507,"('BIJ1', 'SP', 'BBB', 'Volt')",0
3508,"('BIJ1', 'SP', 'BBB', 'CU')",0
3509,"('BIJ1', 'SP', 'BBB', 'JA21')",0
3510,"('BIJ1', 'SP', 'BBB', 'VVD')",0
3511,"('BIJ1', 'SP', 'Volt', 'CU')",0
3512,"('BIJ1', 'SP', 'Volt', 'JA21')",0
3513,"('BIJ1', 'SP', 'Volt', 'VVD')",0
3514,"('BIJ1', 'SP', 'CU', 'JA21')",0
3515,"('BIJ1', 'SP', 'CU', 'VVD')",0
3516,"('BIJ1', 'SP', 'JA21', 'VVD')",0
3517,"('BIJ1', '50PLUS', 'PvdD', 'BBB')",0
3518,"('BIJ1', '50PLUS', 'PvdD', 'Volt')",0
3519,"('BIJ1', '50PLUS', 'PvdD', 'CU')",0
3520,"('BIJ1', '50PLUS', 'PvdD', 'JA21')",0
3521,"('BIJ1', '50PLUS', 'PvdD', 'VVD')",0
3522,"('BIJ1', '50PLUS', 'BBB', 'Volt')",0
3523,"('BIJ1', '50PLUS', 'BBB', 'CU')",0
3524,"('BIJ1', '50PLUS', 'BBB', 'JA21')",0
3525,"('BIJ1', '50PLUS', 'BBB', 'VVD')",0
3526,"('BIJ1', '50PLUS', 'Volt', 'CU')",0
3527,"('BIJ1', '50PLUS', 'Volt', 'JA21')",0
3528,"('BIJ1', '50PLUS', 'Volt', 'VVD')",0
3529,"('BIJ1', '50PLUS', 'CU', 'JA21')",0
3530,"('BIJ1', '50PLUS', 'CU', 'VVD')",0
3531,"('BIJ1', '50PLUS', 'JA21', 'VVD')",0
3532,"('BIJ1', 'PvdD', 'BBB', 'Volt')",0
3533,"('BIJ1', 'PvdD', 'BBB', 'CU')",0
3534,"('BIJ1', 'PvdD', 'BBB', 'JA21')",0
3535,"('BIJ1', 'PvdD', 'BBB', 'VVD')",0
3536,"('BIJ1', 'PvdD', 'Volt', 'CU')",0
3537,"('BIJ1', 'PvdD', 'Volt', 'JA21')",0
3538,"('BIJ1', 'PvdD', 'Volt', 'VVD')",0
3539,"('BIJ1', 'PvdD', 'CU', 'JA21')",0
3540,"('BIJ1', 'PvdD', 'CU', 'VVD')",0
3541,"('BIJ1', 'PvdD', 'JA21', 'VVD')",0
3542,"('BIJ1', 'BBB', 'Volt', 'CU')",0
3543,"('BIJ1', 'BBB', 'Volt', 'JA21')",0
3544,"('BIJ1', 'BBB', 'Volt', 'VVD')",0
3545,"('BIJ1', 'BBB', 'CU', 'JA21')",0
3546,"('BIJ1', 'BBB', 'CU', 'VVD')",0
3547,"('BIJ1', 'BBB', 'JA21', 'VVD')",0
3548,"('BIJ1', 'Volt', 'CU', 'JA21')",0
3549,"('BIJ1', 'Volt', 'CU', 'VVD')",0
3550,"('BIJ1', 'Volt', 'JA21', 'VVD')",0
3551,"('BIJ1', 'CU', 'JA21', 'VVD')",0
3552,"('FvD', 'GL', 'PVV', 'Denk')",0
3553,"('FvD', 'GL', 'PVV', 'SP')",0
3554,"('FvD', 'GL', 'PVV', '50PLUS')",0
3555,"('FvD', 'GL', 'PVV', 'PvdD')",0
3556,"('FvD', 'GL', 'PVV', 'BBB')",0
3557,"('FvD', 'GL', 'PVV', 'Volt')",0
3558,"('FvD', 'GL', 'PVV', 'CU')",0
3559,"('FvD', 'GL', 'PVV', 'JA21')",0
3560,"('FvD', 'GL', 'PVV', 'VVD')",0
3561,"('FvD', 'GL', 'Denk', 'SP')",0
3562,"('FvD', 'GL', 'Denk', '50PLUS')",0
3563,"('FvD', 'GL', 'Denk', 'PvdD')",0
3564,"('FvD', 'GL', 'Denk', 'BBB')",0
3565,"('FvD', 'GL', 'Denk', 'Volt')",0
3566,"('FvD', 'GL', 'Denk', 'CU')",0
3567,"('FvD', 'GL', 'Denk', 'JA21')",0
3568,"('FvD', 'GL', 'Denk', 'VVD')",0
3569,"('FvD', 'GL', 'SP', '50PLUS')",0
3570,"('FvD', 'GL', 'SP', 'PvdD')",0
3571,"('FvD', 'GL', 'SP', 'BBB')",0
3572,"('FvD', 'GL', 'SP', 'Volt')",0
3573,"('FvD', 'GL', 'SP', 'CU')",0
3574,"('FvD', 'GL', 'SP', 'JA21')",0
3575,"('FvD', 'GL', 'SP', 'VVD')",0
3576,"('FvD', 'GL', '50PLUS', 'PvdD')",0
3577,"('FvD', 'GL', '50PLUS', 'BBB')",0
3578,"('FvD', 'GL', '50PLUS', 'Volt')",0
3579,"('FvD', 'GL', '50PLUS', 'CU')",0
3580,"('FvD', 'GL', '50PLUS', 'JA21')",0
3581,"('FvD', 'GL', '50PLUS', 'VVD')",0
