,Key,Value
2568,"('BBB', 'Volt', 'D66', 'CDA')",77.53101566513081
659,"('NSC', 'Volt', 'SGP')",77.53991804789946
2374,"('BBB', 'NSC', 'PVV', 'Denk')",77.56743598672197
258,"('CU', 'FvD', '50PLUS')",77.56816105065444
281,"('CU', 'PVV', 'VVD')",77.58386633020324
3864,"('Volt', 'D66', 'CDA', 'Denk')",77.59330266855144
192,"('CU', 'BBB', 'Volt')",77.60325879233972
1459,"('CU', 'BIJ1', 'Volt', 'GL')",77.61225133729452
984,"('50PLUS', 'JA21', 'Denk')",77.66962335995261
2735,"('GL/PvdA', 'NSC', 'PVV', '50PLUS')",77.67736836445468
2668,"('BBB', 'SGP', '50PLUS', 'Denk')",77.75672953293235
1172,"('CU', 'BBB', 'Volt', '50PLUS')",77.84342355992315
318,"('SP', 'BBB', '50PLUS')",77.85721993308944
2299,"('BBB', 'GL/PvdA', 'GL', '50PLUS')",77.87156254290727
2379,"('BBB', 'NSC', 'GL', 'CDA')",77.88020024681221
132,"('Volt', 'JA21')",77.91668336164213
582,"('GL/PvdA', 'Volt', 'VVD')",77.92942085122408
1781,"('SP', 'GL/PvdA', 'NSC', '50PLUS')",78.0006598830735
790,"('BIJ1', 'D66', '50PLUS')",78.11000292969037
1623,"('CU', 'PVV', 'VVD', 'JA21')",78.13900486137979
1288,"('CU', 'GL/PvdA', 'SGP', 'VVD')",78.30440611781778
2595,"('BBB', 'Volt', 'JA21', 'CDA')",78.32968176780484
1183,"('CU', 'BBB', 'D66', 'Denk')",78.3765700832526
2206,"('SP', 'GL', 'CDA', 'Denk')",78.4165011032253
348,"('SP', 'NSC', 'Denk')",78.42417923307109
1457,"('CU', 'BIJ1', 'Volt', 'D66')",78.43765106242367
422,"('SP', '50PLUS', 'CDA')",78.44354674219584
1925,"('SP', 'NSC', 'GL', 'Denk')",78.45822867039723
2139,"('SP', 'Volt', '50PLUS', 'Denk')",78.49073889364354
888,"('Volt', 'SGP', 'VVD')",78.6142036590365
431,"('BBB', 'GL/PvdA', 'Volt')",78.73107978718141
3958,"('D66', 'SGP', 'VVD', 'JA21')",78.7479859558357
3906,"('Volt', 'SGP', '50PLUS', 'CDA')",78.75616279272741
1025,"('CU', 'SP', 'NSC', '50PLUS')",78.78957770351352
229,"('CU', 'PvdD', 'BIJ1')",78.79178560063943
3914,"('Volt', 'VVD', 'JA21', 'CDA')",78.79984378217416
1659,"('CU', 'VVD', '50PLUS', 'Denk')",78.93333813354941
1002,"('CU', 'SP', 'GL/PvdA', 'NSC')",78.94014904576187
3026,"('GL/PvdA', 'SGP', 'VVD', '50PLUS')",78.94066224198349
1635,"('CU', 'GL', 'SGP', 'CDA')",78.94401606721864
1858,"('SP', 'GL/PvdA', '50PLUS', 'CDA')",78.96074553903063
2613,"('BBB', 'D66', 'SGP', 'JA21')",78.96330380277867
1238,"('CU', 'GL/PvdA', 'BIJ1', 'Volt')",78.97258809971832
2658,"('BBB', 'GL', '50PLUS', 'Denk')",78.97364190034969
322,"('SP', 'GL/PvdA', 'NSC')",79.0129579001958
2610,"('BBB', 'D66', 'GL', 'Denk')",79.02529574326883
894,"('Volt', 'VVD', 'JA21')",79.06327721500263
3304,"('NSC', 'GL', 'VVD', 'CDA')",79.07531970719624
2225,"('SP', '50PLUS', 'CDA', 'Denk')",79.08279665618123
74,"('GL/PvdA', 'SGP')",79.11208873744228
1768,"('SP', 'BBB', '50PLUS', 'Denk')",79.11430855201525
2607,"('BBB', 'D66', 'GL', '50PLUS')",79.1185860612042
1193,"('CU', 'BBB', 'GL', '50PLUS')",79.20243071580427
3964,"('D66', 'SGP', 'JA21', 'CDA')",79.24184768990001
1102,"('CU', 'SP', '50PLUS', 'CDA')",79.25405912959688
257,"('CU', 'FvD', 'VVD')",79.2577433658235
3302,"('NSC', 'GL', 'VVD', '50PLUS')",79.28611952421271
2154,"('SP', 'D66', 'GL', 'CDA')",79.29013112600258
2583,"('BBB', 'Volt', 'SGP', 'VVD')",79.38388893427648
2751,"('GL/PvdA', 'NSC', 'VVD', 'JA21')",79.41515362188383
598,"('GL/PvdA', 'PVV', '50PLUS')",79.41779061054586
542,"('GL/PvdA', 'NSC', 'JA21')",79.46702680870078
1537,"('CU', 'FvD', 'VVD', '50PLUS')",79.65942057839945
1115,"('CU', 'BBB', 'GL/PvdA', 'SGP')",79.66181059293692
3219,"('NSC', 'Volt', 'D66', 'Denk')",79.70238638662997
2565,"('BBB', 'Volt', 'D66', 'VVD')",79.72244306121574
2786,"('GL/PvdA', 'PvdD', 'Volt', '50PLUS')",79.74014256135075
1077,"('CU', 'SP', 'D66', 'CDA')",79.78007687257
510,"('BBB', 'PVV', 'Denk')",79.8916923786775
690,"('NSC', 'SGP', 'Denk')",79.89457755704794
1283,"('CU', 'GL/PvdA', 'GL', 'VVD')",79.91991086558355
447,"('BBB', 'NSC', 'GL')",79.93891154819094
2657,"('BBB', 'GL', '50PLUS', 'CDA')",79.94627578641847
1549,"('CU', 'Volt', 'D66', 'SGP')",79.97454073199603
694,"('NSC', 'VVD', 'Denk')",80.07776244416117
177,"('CU', 'SP', 'Volt')",80.09568059780327
2586,"('BBB', 'Volt', 'SGP', 'CDA')",80.16316875738374
3355,"('PvdD', 'BIJ1', 'D66', '50PLUS')",80.2030233438262
2315,"('BBB', 'GL/PvdA', 'JA21', 'CDA')",80.23490832306513
2303,"('BBB', 'GL/PvdA', 'SGP', 'VVD')",80.40752282594424
1628,"('CU', 'PVV', '50PLUS', 'Denk')",80.41203984417353
185,"('CU', 'SP', 'CDA')",80.4412430031088
3969,"('D66', 'VVD', '50PLUS', 'Denk')",80.44803848668693
140,"('D66', 'JA21')",80.47091312013676
1262,"('CU', 'GL/PvdA', 'Volt', 'VVD')",80.51116186270583
2293,"('BBB', 'GL/PvdA', 'PVV', '50PLUS')",80.521456843613
1222,"('CU', 'GL/PvdA', 'NSC', 'JA21')",80.54849789711696
2278,"('BBB', 'GL/PvdA', 'Volt', '50PLUS')",80.5714987719979
1116,"('CU', 'BBB', 'GL/PvdA', 'VVD')",80.5736634217956
679,"('NSC', 'PVV', 'Denk')",80.57580130189764
1127,"('CU', 'BBB', 'NSC', 'GL')",80.59051404289187
1690,"('SP', 'BBB', 'NSC', '50PLUS')",80.60328947638031
1070,"('CU', 'SP', 'Volt', 'Denk')",80.60470203994028
3449,"('PvdD', 'Volt', 'GL', '50PLUS')",80.61499362503827
426,"('SP', 'CDA', 'Denk')",80.65395323338988
3042,"('GL/PvdA', '50PLUS', 'JA21', 'CDA')",80.69170833228631
387,"('SP', 'Volt', '50PLUS')",80.73605684153928
2961,"('GL/PvdA', 'Volt', 'CDA', 'Denk')",80.75065340667093
530,"('BBB', 'JA21', 'Denk')",80.76380969601081
1383,"('CU', 'PvdD', 'BIJ1', 'D66')",80.76572750656366
1428,"('CU', 'PvdD', 'GL', '50PLUS')",80.77485525980387
2367,"('BBB', 'NSC', 'D66', 'Denk')",80.83842770667984
3331,"('NSC', 'JA21', 'CDA', 'Denk')",80.8589109454851
195,"('CU', 'BBB', 'GL')",80.95150636576625
1936,"('SP', 'NSC', '50PLUS', 'CDA')",80.96172322383403
516,"('BBB', 'GL', 'Denk')",81.07011486369971
3235,"('NSC', 'Volt', 'SGP', 'JA21')",81.07878261948447
1680,"('SP', 'BBB', 'GL/PvdA', 'Denk')",81.13302108083455
3947,"('D66', 'GL', 'VVD', '50PLUS')",81.15728272192483
23,"('CU', 'BIJ1')",81.19252167345182
2978,"('GL/PvdA', 'D66', 'SGP', 'CDA')",81.2250151292368
1605,"('CU', 'D66', '50PLUS', 'JA21')",81.235039592025
276,"('CU', 'D66', 'JA21')",81.24389976521
286,"('CU', 'GL', 'SGP')",81.25631920644226
2239,"('BBB', 'GL/PvdA', 'NSC', 'Denk')",81.26416363327671
3896,"('Volt', 'GL', '50PLUS', 'CDA')",81.27661224245377
438,"('BBB', 'GL/PvdA', 'JA21')",81.34481716573683
4010,"('PVV', '50PLUS', 'CDA', 'Denk')",81.36447652476072
2342,"('BBB', 'NSC', 'FvD', 'D66')",81.36529794458662
900,"('Volt', 'JA21', 'CDA')",81.37274926298151
1111,"('CU', 'BBB', 'GL/PvdA', 'Volt')",81.38780435669297
59,"('BBB', 'GL')",81.43100467551558
3251,"('NSC', 'D66', 'PVV', '50PLUS')",81.43222379501003
2983,"('GL/PvdA', 'D66', 'VVD', 'Denk')",81.4871593970136
603,"('GL/PvdA', 'GL', 'VVD')",81.49736676883258
608,"('GL/PvdA', 'SGP', 'VVD')",81.51241331839245
3901,"('Volt', 'SGP', 'VVD', '50PLUS')",81.53753512040554
3436,"('PvdD', 'Volt', 'D66', '50PLUS')",81.54012853832407
1639,"('CU', 'GL', 'VVD', 'CDA')",81.5755803258936
3229,"('NSC', 'Volt', 'GL', '50PLUS')",81.59132628866703
2275,"('BBB', 'GL/PvdA', 'Volt', 'GL')",81.60807208631634
1282,"('CU', 'GL/PvdA', 'GL', 'SGP')",81.6345761754969
2170,"('SP', 'D66', 'CDA', 'Denk')",81.63633478030184
957,"('GL', 'VVD', '50PLUS')",81.77411382252163
2309,"('BBB', 'GL/PvdA', 'VVD', 'JA21')",81.87929138705223
1374,"('CU', 'NSC', 'VVD', 'Denk')",81.93476181221897
897,"('Volt', '50PLUS', 'JA21')",81.9504105168607
3911,"('Volt', 'VVD', '50PLUS', 'JA21')",82.06120757968226
2232,"('BBB', 'GL/PvdA', 'NSC', 'PVV')",82.06254325398645
976,"('SGP', 'CDA', 'Denk')",82.11632992823758
1300,"('CU', 'GL/PvdA', 'JA21', 'CDA')",82.13737675901636
1912,"('SP', 'NSC', 'D66', 'Denk')",82.1416005109681
1195,"('CU', 'BBB', 'GL', 'CDA')",82.1441921782815
1569,"('CU', 'Volt', 'SGP', '50PLUS')",82.1588822764182
4023,"('GL', 'VVD', '50PLUS', 'CDA')",82.1896903273194
617,"('GL/PvdA', '50PLUS', 'JA21')",82.22144121905208
2747,"('GL/PvdA', 'NSC', 'SGP', 'JA21')",82.23909731472337
1906,"('SP', 'NSC', 'D66', 'GL')",82.28827378997515
1360,"('CU', 'NSC', 'GL', 'SGP')",82.30814687118576
3300,"('NSC', 'GL', 'SGP', 'CDA')",82.32112830480554
3917,"('Volt', '50PLUS', 'JA21', 'CDA')",82.4069885471158
1037,"('CU', 'SP', 'PvdD', '50PLUS')",82.41891502742247
2285,"('BBB', 'GL/PvdA', 'D66', 'VVD')",82.43871416737294
1415,"('CU', 'PvdD', 'D66', '50PLUS')",82.46323547166793
402,"('SP', 'PVV', '50PLUS')",82.47631577377024
1590,"('CU', 'D66', 'GL', 'SGP')",82.48302771774868
699,"('NSC', 'JA21', 'Denk')",82.48941757591122
2952,"('GL/PvdA', 'Volt', 'VVD', '50PLUS')",82.50688267129958
3244,"('NSC', 'Volt', '50PLUS', 'Denk')",82.5554026267336
589,"('GL/PvdA', 'D66', 'SGP')",82.59412779001667
3038,"('GL/PvdA', 'VVD', '50PLUS', 'Denk')",82.67210188555839
1662,"('CU', 'VVD', 'CDA', 'Denk')",82.68287859183918
1582,"('CU', 'Volt', 'CDA', 'Denk')",82.69849574965835
2723,"('GL/PvdA', 'NSC', 'Volt', 'Denk')",82.72521724649694
1498,"('CU', 'BIJ1', '50PLUS', 'Denk')",82.75027721313552
1568,"('CU', 'Volt', 'SGP', 'VVD')",82.75474563944644
3315,"('NSC', 'SGP', 'VVD', 'Denk')",82.8016546807061
1106,"('CU', 'SP', 'CDA', 'Denk')",82.8094682770181
1522,"('CU', 'FvD', 'PVV', '50PLUS')",82.84576070402736
2942,"('GL/PvdA', 'Volt', 'GL', 'VVD')",82.85723996094131
1181,"('CU', 'BBB', 'D66', 'JA21')",82.88588231404235
237,"('CU', 'PvdD', '50PLUS')",82.8963941172831
321,"('SP', 'BBB', 'Denk')",82.92922247989205
2360,"('BBB', 'NSC', 'D66', 'PVV')",82.96082844371004
1637,"('CU', 'GL', 'VVD', '50PLUS')",82.98055223300894
4046,"('50PLUS', 'JA21', 'CDA', 'Denk')",83.02134227344555
435,"('BBB', 'GL/PvdA', 'SGP')",83.10050389015213
1292,"('CU', 'GL/PvdA', 'SGP', 'Denk')",83.150064035224
2677,"('BBB', 'VVD', 'CDA', 'Denk')",83.15980578882646
287,"('CU', 'GL', 'VVD')",83.16420217514403
3614,"('BIJ1', 'Volt', 'GL', '50PLUS')",83.18950505660682
1909,"('SP', 'NSC', 'D66', '50PLUS')",83.28711604671427
2954,"('GL/PvdA', 'Volt', 'VVD', 'CDA')",83.29055689241187
1361,"('CU', 'NSC', 'GL', 'VVD')",83.32034047957964
2671,"('BBB', 'SGP', 'CDA', 'Denk')",83.35884182833182
1604,"('CU', 'D66', 'VVD', 'Denk')",83.41060129208323
2376,"('BBB', 'NSC', 'GL', 'VVD')",83.50561564293032
2230,"('BBB', 'GL/PvdA', 'NSC', 'Volt')",83.57654240964449
1020,"('CU', 'SP', 'NSC', 'D66')",83.60284205165814
173,"('CU', 'SP', 'NSC')",83.63824279187514
397,"('SP', 'D66', 'CDA')",83.65534931502893
1028,"('CU', 'SP', 'NSC', 'Denk')",83.67581835930561
2601,"('BBB', 'D66', 'PVV', '50PLUS')",83.71135134219017
1342,"('CU', 'NSC', 'Volt', 'JA21')",83.71214488211638
1090,"('CU', 'SP', 'GL', 'CDA')",83.80123448694047
1633,"('CU', 'GL', 'SGP', '50PLUS')",83.81909192895858
2976,"('GL/PvdA', 'D66', 'SGP', '50PLUS')",83.84993236339224
1171,"('CU', 'BBB', 'Volt', 'VVD')",83.87399121036616
1297,"('CU', 'GL/PvdA', '50PLUS', 'JA21')",83.88704129220321
3464,"('PvdD', 'Volt', '50PLUS', 'Denk')",83.93513371524588
1244,"('CU', 'GL/PvdA', 'BIJ1', '50PLUS')",83.98299566458388
3016,"('GL/PvdA', 'GL', 'VVD', '50PLUS')",84.00019598475608
1677,"('SP', 'BBB', 'GL/PvdA', '50PLUS')",84.01698478316257
1674,"('SP', 'BBB', 'GL/PvdA', 'GL')",84.01934378125631
3902,"('Volt', 'SGP', 'VVD', 'JA21')",84.04807957495346
2166,"('SP', 'D66', '50PLUS', 'CDA')",84.11268182441886
254,"('CU', 'FvD', 'PVV')",84.11592800051822
924,"('D66', 'VVD', 'Denk')",84.1365026407918
2809,"('GL/PvdA', 'PvdD', 'GL', 'CDA')",84.26671344788247
3949,"('D66', 'GL', 'VVD', 'CDA')",84.30012322935666
2188,"('SP', 'PVV', '50PLUS', 'Denk')",84.30800261633165
2841,"('GL/PvdA', 'BIJ1', 'Volt', '50PLUS')",84.31874415165844
3601,"('BIJ1', 'Volt', 'D66', '50PLUS')",84.40757027210833
2719,"('GL/PvdA', 'NSC', 'Volt', 'VVD')",84.46363122842929
2584,"('BBB', 'Volt', 'SGP', '50PLUS')",84.50086430081502
1278,"('CU', 'GL/PvdA', 'PVV', '50PLUS')",84.52934343438629
2726,"('GL/PvdA', 'NSC', 'D66', 'SGP')",84.55707986682451
2585,"('BBB', 'Volt', 'SGP', 'JA21')",84.59141173934742
4009,"('PVV', '50PLUS', 'JA21', 'Denk')",84.60983848801773
1600,"('CU', 'D66', 'SGP', 'Denk')",84.61736544143555
525,"('BBB', 'VVD', 'Denk')",84.64851095882166
2361,"('BBB', 'NSC', 'D66', 'GL')",84.69339745121776
3919,"('Volt', '50PLUS', 'CDA', 'Denk')",84.7335655138266
4034,"('SGP', 'VVD', '50PLUS', 'Denk')",84.7940108364688
1756,"('SP', 'BBB', 'GL', 'Denk')",84.8110425502303
3231,"('NSC', 'Volt', 'GL', 'CDA')",84.89088396469917
2341,"('BBB', 'NSC', 'FvD', 'Volt')",84.94302417365195
982,"('VVD', 'CDA', 'Denk')",84.94848532352655
410,"('SP', 'GL', 'CDA')",84.96871479286781
2681,"('BBB', 'JA21', 'CDA', 'Denk')",84.99198106829421
681,"('NSC', 'GL', 'VVD')",85.03672339389318
2645,"('BBB', 'PVV', 'JA21', 'Denk')",85.07210683232108
3007,"('GL/PvdA', 'PVV', '50PLUS', 'Denk')",85.07840435579722
3900,"('Volt', 'GL', 'CDA', 'Denk')",85.10148427709535
3039,"('GL/PvdA', 'VVD', 'JA21', 'CDA')",85.12302143601363
1196,"('CU', 'BBB', 'GL', 'Denk')",85.14089658940716
2523,"('BBB', 'FvD', 'Volt', 'JA21')",85.16539546952811
1344,"('CU', 'NSC', 'Volt', 'Denk')",85.16866381935809
129,"('Volt', 'SGP')",85.20479892257474
3853,"('Volt', 'D66', 'SGP', 'CDA')",85.2095719383437
1602,"('CU', 'D66', 'VVD', 'JA21')",85.21876562216642
1672,"('SP', 'BBB', 'GL/PvdA', 'D66')",85.22443623403913
2625,"('BBB', 'D66', 'CDA', 'Denk')",85.24606712699698
889,"('Volt', 'SGP', '50PLUS')",85.25699518562959
2652,"('BBB', 'GL', 'VVD', '50PLUS')",85.26057884593145
2531,"('BBB', 'FvD', 'D66', 'JA21')",85.29572842574545
1027,"('CU', 'SP', 'NSC', 'CDA')",85.36738750426917
3006,"('GL/PvdA', 'PVV', '50PLUS', 'CDA')",85.4651273775469
3998,"('PVV', 'SGP', '50PLUS', 'Denk')",85.54986444951966
3908,"('Volt', 'SGP', 'JA21', 'CDA')",85.57237965636996
2737,"('GL/PvdA', 'NSC', 'PVV', 'CDA')",85.64680637079832
883,"('Volt', 'GL', 'VVD')",85.65968681360758
3256,"('NSC', 'D66', 'GL', 'VVD')",85.68379903142151
2280,"('BBB', 'GL/PvdA', 'Volt', 'CDA')",85.70190636270274
1580,"('CU', 'Volt', 'JA21', 'CDA')",85.70612361705247
620,"('GL/PvdA', 'JA21', 'CDA')",85.71307037821414
2233,"('BBB', 'GL/PvdA', 'NSC', 'GL')",85.73798324177439
2317,"('BBB', 'GL/PvdA', 'CDA', 'Denk')",85.80632293184635
959,"('GL', 'VVD', 'CDA')",85.82959203050444
3182,"('NSC', 'FvD', 'D66', 'CDA')",85.89577089493322
3036,"('GL/PvdA', 'VVD', '50PLUS', 'JA21')",85.89674354705878
3961,"('D66', 'SGP', '50PLUS', 'JA21')",85.91180294267583
872,"('Volt', 'D66', 'JA21')",85.9190741859523
3298,"('NSC', 'GL', 'SGP', '50PLUS')",86.00203207644658
869,"('Volt', 'D66', 'SGP')",86.03518534389637
4037,"('SGP', 'VVD', 'CDA', 'Denk')",86.04938976227571
3311,"('NSC', 'GL', 'CDA', 'Denk')",86.0767657556998
1524,"('CU', 'FvD', 'PVV', 'CDA')",86.09973009331003
1261,"('CU', 'GL/PvdA', 'Volt', 'SGP')",86.11787421850703
515,"('BBB', 'GL', 'CDA')",86.12737368236427
3296,"('NSC', 'PVV', 'CDA', 'Denk')",86.1764264518318
3950,"('D66', 'GL', 'VVD', 'Denk')",86.18513732071156
1664,"('CU', '50PLUS', 'JA21', 'Denk')",86.20002249593593
37,"('SP', 'NSC')",86.21378685858701
1296,"('CU', 'GL/PvdA', 'VVD', 'Denk')",86.25842784869921
340,"('SP', 'NSC', 'D66')",86.26168642984697
2687,"('GL/PvdA', 'NSC', 'PvdD', 'GL')",86.30220855029685
2693,"('GL/PvdA', 'NSC', 'PvdD', 'Denk')",86.30525225139513
3033,"('GL/PvdA', 'SGP', 'JA21', 'CDA')",86.32759447857215
300,"('CU', 'VVD', 'Denk')",86.39239275199755
2969,"('GL/PvdA', 'D66', 'GL', 'SGP')",86.44469759700873
1922,"('SP', 'NSC', 'GL', '50PLUS')",86.45207000721801
2796,"('GL/PvdA', 'PvdD', 'D66', 'CDA')",86.47695094901994
2305,"('BBB', 'GL/PvdA', 'SGP', 'JA21')",86.47949164517645
1598,"('CU', 'D66', 'SGP', 'JA21')",86.4804644215493
2609,"('BBB', 'D66', 'GL', 'CDA')",86.60815993822855
3320,"('NSC', 'SGP', 'JA21', 'Denk')",86.60982088913197
3232,"('NSC', 'Volt', 'GL', 'Denk')",86.74702983167953
2825,"('GL/PvdA', 'PvdD', 'CDA', 'Denk')",86.76263408228706
342,"('SP', 'NSC', 'GL')",86.81679503530314
1410,"('CU', 'PvdD', 'Volt', 'Denk')",86.81997884895961
489,"('BBB', 'Volt', 'GL')",86.8289131097408
3019,"('GL/PvdA', 'GL', 'VVD', 'Denk')",86.87108086492209
1483,"('CU', 'BIJ1', 'GL', '50PLUS')",86.9204132873113
3326,"('NSC', 'VVD', 'JA21', 'Denk')",86.93299053393156
3179,"('NSC', 'FvD', 'D66', 'VVD')",86.93882766745634
3253,"('NSC', 'D66', 'PVV', 'CDA')",86.97553261424757
727,"('PvdD', 'Volt', '50PLUS')",86.97773361209701
213,"('CU', 'GL/PvdA', 'JA21')",86.98092021032446
151,"('GL', 'VVD')",87.01374592611808
49,"('SP', 'CDA')",87.09671117539098
405,"('SP', 'PVV', 'Denk')",87.10347694676219
307,"('SP', 'BBB', 'GL/PvdA')",87.12139938395319
902,"('Volt', 'CDA', 'Denk')",87.14330981090615
1022,"('CU', 'SP', 'NSC', 'GL')",87.16046150253423
2676,"('BBB', 'VVD', 'JA21', 'Denk')",87.19429616935012
160,"('SGP', 'Denk')",87.21084276315149
2569,"('BBB', 'Volt', 'D66', 'Denk')",87.24928815765801
4017,"('GL', 'SGP', '50PLUS', 'CDA')",87.28623222927223
3032,"('GL/PvdA', 'SGP', '50PLUS', 'Denk')",87.29184423271093
1201,"('CU', 'BBB', 'SGP', 'Denk')",87.36801321699669
521,"('BBB', 'SGP', 'Denk')",87.37093094701973
490,"('BBB', 'Volt', 'SGP')",87.42918954637324
1379,"('CU', 'NSC', 'JA21', 'Denk')",87.49175003466932
664,"('NSC', 'Volt', 'Denk')",87.5370652344407
231,"('CU', 'PvdD', 'Volt')",87.59836802679001
3269,"('NSC', 'D66', 'VVD', 'Denk')",87.6361902282824
3181,"('NSC', 'FvD', 'D66', 'JA21')",87.64463566807662
3173,"('NSC', 'FvD', 'Volt', 'JA21')",87.67710699047119
3629,"('BIJ1', 'Volt', '50PLUS', 'Denk')",87.71722080390096
2202,"('SP', 'GL', '50PLUS', 'CDA')",87.74117394841697
2301,"('BBB', 'GL/PvdA', 'GL', 'CDA')",87.78726560703772
1272,"('CU', 'GL/PvdA', 'D66', 'JA21')",87.81623467384419
998,"('CU', 'SP', 'BBB', '50PLUS')",87.82310672882566
918,"('D66', 'SGP', 'JA21')",87.82983355372578
4004,"('PVV', 'VVD', '50PLUS', 'Denk')",87.83602475506977
1067,"('CU', 'SP', 'Volt', '50PLUS')",87.87030312789719
3223,"('NSC', 'Volt', 'PVV', '50PLUS')",87.90903905409054
906,"('D66', 'PVV', '50PLUS')",87.90974304500293
1967,"('SP', 'PvdD', 'Volt', '50PLUS')",87.95473257744312
2928,"('GL/PvdA', 'Volt', 'D66', 'SGP')",87.99515399622783
1874,"('SP', 'NSC', 'PvdD', 'Denk')",88.00383999047033
1743,"('SP', 'BBB', 'D66', 'Denk')",88.0114860311179
3295,"('NSC', 'PVV', 'JA21', 'Denk')",88.02320461175782
2594,"('BBB', 'Volt', '50PLUS', 'Denk')",88.04591164795109
164,"('VVD', 'Denk')",88.06505373303679
537,"('GL/PvdA', 'NSC', 'PVV')",88.0720862778696
3214,"('NSC', 'Volt', 'D66', 'SGP')",88.13653680289471
1217,"('CU', 'GL/PvdA', 'NSC', 'PVV')",88.16518129433155
2229,"('BBB', 'GL/PvdA', 'NSC', 'FvD')",88.32162699833292
3180,"('NSC', 'FvD', 'D66', '50PLUS')",88.35365103346898
2378,"('BBB', 'NSC', 'GL', 'JA21')",88.35385528646614
1118,"('CU', 'BBB', 'GL/PvdA', 'JA21')",88.39445425505231
2529,"('BBB', 'FvD', 'D66', 'VVD')",88.43901376821526
3217,"('NSC', 'Volt', 'D66', 'JA21')",88.45573728071675
285,"('CU', 'PVV', 'Denk')",88.45721825103789
1767,"('SP', 'BBB', '50PLUS', 'CDA')",88.4851981437698
1170,"('CU', 'BBB', 'Volt', 'SGP')",88.53010121314476
2670,"('BBB', 'SGP', 'JA21', 'Denk')",88.6473830898352
2352,"('BBB', 'NSC', 'Volt', 'PVV')",88.6737071735325
1359,"('CU', 'NSC', 'PVV', 'Denk')",88.67814863793848
3250,"('NSC', 'D66', 'PVV', 'VVD')",88.67988330923917
2350,"('BBB', 'NSC', 'FvD', 'Denk')",88.68107969459453
1563,"('CU', 'Volt', 'GL', 'VVD')",88.6864987346432
2665,"('BBB', 'SGP', 'VVD', 'Denk')",88.68831022449938
1740,"('SP', 'BBB', 'D66', '50PLUS')",88.73848001482519
3972,"('D66', 'VVD', 'CDA', 'Denk')",88.74539135952386
3096,"('NSC', 'PvdD', 'GL', 'Denk')",88.75513711950082
4043,"('VVD', '50PLUS', 'JA21', 'Denk')",88.78430952528686
3286,"('NSC', 'PVV', 'SGP', 'Denk')",88.82219340885236
1470,"('CU', 'BIJ1', 'D66', '50PLUS')",88.90172380139106
1521,"('CU', 'FvD', 'PVV', 'VVD')",88.9172573639076
2685,"('GL/PvdA', 'NSC', 'PvdD', 'D66')",88.97598421492866
3937,"('D66', 'PVV', '50PLUS', 'CDA')",89.08546292984971
616,"('GL/PvdA', 'VVD', 'Denk')",89.17350055599093
2654,"('BBB', 'GL', 'VVD', 'CDA')",89.1782827305504
2579,"('BBB', 'Volt', 'GL', '50PLUS')",89.2026348673395
3963,"('D66', 'SGP', '50PLUS', 'Denk')",89.38290879666702
3531,"('PvdD', 'GL', 'CDA', 'Denk')",89.54153723563458
3018,"('GL/PvdA', 'GL', 'VVD', 'CDA')",89.569165679294
2530,"('BBB', 'FvD', 'D66', '50PLUS')",89.59709791998304
3306,"('NSC', 'GL', '50PLUS', 'JA21')",89.69314865077467
1552,"('CU', 'Volt', 'D66', 'JA21')",89.70949096682212
3108,"('NSC', 'PvdD', '50PLUS', 'Denk')",89.73646803794854
268,"('CU', 'Volt', 'JA21')",89.74179481955132
3850,"('Volt', 'D66', 'SGP', 'VVD')",89.78313237123103
1169,"('CU', 'BBB', 'Volt', 'GL')",89.78784278466239
1465,"('CU', 'BIJ1', 'Volt', 'Denk')",89.80657816690207
1577,"('CU', 'Volt', '50PLUS', 'JA21')",89.9434298367023
1586,"('CU', 'D66', 'PVV', '50PLUS')",89.95204501605065
2558,"('BBB', 'FvD', '50PLUS', 'Denk')",89.99099942731776
2573,"('BBB', 'Volt', 'PVV', '50PLUS')",90.02536232265872
2375,"('BBB', 'NSC', 'GL', 'SGP')",90.14705145610533
3174,"('NSC', 'FvD', 'Volt', 'CDA')",90.1759211538998
3171,"('NSC', 'FvD', 'Volt', 'VVD')",90.1885395790707
3858,"('Volt', 'D66', 'VVD', 'Denk')",90.21588019255361
1048,"('CU', 'SP', 'BIJ1', '50PLUS')",90.23145548267372
1737,"('SP', 'BBB', 'D66', 'GL')",90.27895886757987
1916,"('SP', 'NSC', 'PVV', '50PLUS')",90.28531433964248
2113,"('SP', 'Volt', 'D66', 'CDA')",90.29629574901537
35,"('SP', 'BBB')",90.30971307803003
4039,"('SGP', '50PLUS', 'JA21', 'Denk')",90.31187318483083
3851,"('Volt', 'D66', 'SGP', '50PLUS')",90.3221308589621
3297,"('NSC', 'GL', 'SGP', 'VVD')",90.32867673772604
3027,"('GL/PvdA', 'SGP', 'VVD', 'JA21')",90.35411057936165
3208,"('NSC', 'FvD', '50PLUS', 'Denk')",90.38542373857537
2984,"('GL/PvdA', 'D66', '50PLUS', 'JA21')",90.4605045226054
2006,"('SP', 'PvdD', 'CDA', 'Denk')",90.47013968181119
3932,"('D66', 'PVV', 'VVD', '50PLUS')",90.47870128823615
3859,"('Volt', 'D66', '50PLUS', 'JA21')",90.50029417237673
3030,"('GL/PvdA', 'SGP', '50PLUS', 'JA21')",90.57142054424189
987,"('CU', 'SP', 'BBB', 'GL/PvdA')",90.59503175286274
